Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist
498,569,715,346773,518,772,5,983,-11.0,0,699,129.87,4.0,923,1,Stock Exchange,Miss Kittin
499,365,829,336906,637,233,5,267,-9.481,0,882,120.761,4.0,688,1,Changes,Crazy P
500,289,444,346360,978,778,6,171,-6.238,1,998,125.371,4.0,463,1,Play This (Also),J Rocc
501,232,612,212944,725,11,6,395,-5.775,0,966,195.972,4.0,153,1,Obedear,Purity Ring
502,989,0.7,285211,718,609,2,218,-5.882,1,535,81.997,4.0,343,1,Slow Down,Poolside
503,869,754,295867,877,0.0,2,576,-3.486,1,586,132.033,4.0,557,1,I Don't Like,Chief Keef
504,148,327,275286,654,442,6,939,-6.258,0,364,102.532,3.0,262,1,Sleeping Ute,Grizzly Bear
505,173,646,197132,778,0.0,1,702,-7.44,0,103,127.813,4.0,173,1,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q
506,991,486,252707,526,158,0,976,-9.041,1,272,75.461,4.0,726,1,The Kids Were Wrong,Memoryhouse
507,473,551,283373,504,664,7,818,-11.166,1,309,115.998,4.0,137,1,Walk With Me,Memoryhouse
508,246,586,374133,806,167,1,353,-9.542,1,548,110.325,4.0,207,1,Her Fantasy,Matthew Dear
509,909,694,337187,716,814,7,772,-7.468,1,513,121.427,4.0,896,1,Der Kommissar,After The Fire
510,122,817,220987,528,0.0,1,284,-6.551,1,656,100.997,4.0,161,1,Slow Down,Clyde Carson
511,764,611,255320,677,698,10,241,-6.745,0,34,166.04,4.0,233,1,Genesis,Grimes
512,419,727,239360,657,0.0,0,624,-5.307,1,188,82.553,4.0,794,1,About to Die,Dirty Projectors
513,229,485,330920,793,784,0,406,-8.693,1,573,131.951,4.0,295,1,Best Night,The War On Drugs
514,413,0.52,269000,872,725,8,161,-8.104,1,483,111.958,4.0,524,1,Brothers,The War On Drugs
515,105,399,304907,761,456,9,757,-6.318,1,334,140.084,4.0,244,1,We Own The Sky,M83
516,0.52,582,212602,903,779,0,243,-4.505,1,335,119.457,4.0,902,1,Chicken Half,Sugarman Three
517,833,852,237533,523,0.0,5,106,-6.716,0,32,130.154,4.0,648,1,Two Of Hearts,Stacey Q
518,156,623,289640,806,769,0,201,-8.533,1,352,130.049,4.0,847,1,The Perfect Kiss,New Order
519,145,844,265400,688,351,4,104,-8.594,0,291,96.671,4.0,747,1,Can I Kick It?,A Tribe Called Quest
520,275,684,195373,603,311,11,191,-8.127,0,989,81.0,4.0,508,1,Sure Thing,Miguel
521,103,498,322933,553,528,5,273,-6.193,1,332,111.015,4.0,228,1,Kim & Jessie,M83
522,329,162,247027,254,122,2,631,-11.251,1,359,108.943,4.0,778,1,Outro,M83
523,842,671,272175,784,121,4,231,-5.514,0,303,122.995,4.0,545,1,We Are the People,Empire of the Sun
524,597,792,239427,387,106,8,757,-8.192,0,464,136.996,4.0,677,1,Look At Where We Are,Hot Chip
525,801,417,213853,944,141,9,862,-5.192,1,459,109.721,4.0,376,1,Don't Owe You a Thang,Gary Clark Jr.
526,726,739,386907,526,0.0,4,215,-7.384,0,101,143.948,4.0,374,1,Money Trees,Kendrick Lamar
527,203,791,286213,916,0.0,2,924,-2.009,1,178,103.709,4.0,0.62,1,Hood Pass Intact feat. MC Eiht,Dâm-Funk
528,341,491,128187,935,348,1,121,-4.22,1,343,157.993,4.0,964,1,Got No Money,FIDLAR
529,581,748,306600,586,0.0,1,156,-2.554,1,512,140.067,4.0,162,1,Birthday Song,2 Chainz
530,7.79e-05,351,141305,931,129,6,226,-5.746,0,539,126.394,4.0,604,1,Oh,FIDLAR
531,1,0.48,139560,964,273,7,131,-3.681,1,656,98.496,4.0,579,1,No Waves,FIDLAR
532,3.41e-05,123,99413,963,329,10,292,-4.182,1,543,198.04,4.0,0.68,1,Wake Bake Skate,FIDLAR
533,814,401,93267,972,878,0,382,-2.236,1,886,152.839,4.0,405,1,No Ass,FIDLAR
534,23,228,182600,886,848,9,307,-3.87,0,497,165.201,4.0,499,1,Black Out Stout,FIDLAR
535,214,465,295880,633,0.79,11,105,-9.493,0,578,130.074,4.0,451,1,Plague,Crystal Castles
536,0.11,438,192000,539,0.0,8,143,-9.578,1,166,166.649,5.0,759,1,Kerosene,Crystal Castles
537,36,396,186627,601,531,0,116,-9.347,1,515,129.996,4.0,351,1,Wrath Of God,Crystal Castles
538,183,596,178800,628,767,5,187,-7.582,0,503,139.965,4.0,0.52,1,Pale Flesh,Crystal Castles
539,964,276,141627,766,858,7,0.15,-6.012,0,373,158.188,4.0,547,1,Past Lives,DIIV
540,104,241,194600,588,42,7,87,-6.914,1,313,171.882,4.0,506,1,Pictures Of Matchstick Men,Status Quo
541,341,821,397166,902,909,11,898,-7.203,1,542,112.98,4.0,269,1,Get Up,Craig Bratley
542,854,354,476164,228,0.8,0,113,-10.304,1,296,82.758,3.0,745,1,Cloud Atlas End Title,Tom Tykwer
543,372,638,210160,897,748,7,691,-5.78,0,504,133.948,4.0,915,1,Keep You,Wild Belle
544,101,651,247360,642,186,2,902,-4.276,1,167,88.237,4.0,711,1,Anything New,Bibio
545,543,625,193147,576,4.07e-05,11,187,-5.693,0,175,179.063,4.0,223,1,Adorn,Miguel
546,169,759,346160,772,687,7,668,-8.052,1,125,89.245,4.0,752,1,Louie Louie,Toots & The Maytals
547,175,726,190360,664,0.0,0,195,-6.275,1,108,75.571,4.0,494,1,Under Mi Sensi,Barrington Levy
548,0.8,611,448315,0.9,872,1,0.19,-10.026,1,593,129.729,4.0,322,1,Loner,Burial
549,845,865,233300,549,158,0,81,-10.083,1,244,142.8,4.0,619,1,Murderer,Barrington Levy
550,135,794,375179,481,883,6,833,-11.97,1,149,114.003,4.0,314,1,Space Cakes - Original,Tanner Ross
551,193,614,323600,677,518,9,108,-8.317,0,323,126.477,4.0,726,1,"There, There",Radiohead
552,113,535,258413,857,751,9,472,-5.2,0,543,91.053,4.0,431,1,Nightcall,Kavinsky
553,453,815,230307,672,0.0,8,112,-5.675,1,0.27,151.362,4.0,813,1,Jacket & Tie,Toyan
554,104,595,247175,794,733,0,693,-5.186,1,345,131.619,4.0,685,1,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones
555,4.06e-05,683,230587,698,113,9,58,-6.255,1,395,125.999,4.0,962,1,All Of Me,Tanlines
556,829,722,192026,619,0.0,9,533,-8.324,0,352,140.031,4.0,606,1,Females Welcomed (feat. Reija Lee),Trinidad James
557,985,647,277375,841,0.0,10,897,-2.507,1,164,139.963,4.0,886,1,Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker
558,455,428,146227,972,854,11,313,-4.329,0,514,133.064,4.0,0.48,1,Max Can't Surf,FIDLAR
559,9.19e-06,325,109533,918,288,2,276,-4.823,1,71,95.537,4.0,184,1,Wait for the Man,FIDLAR
560,74,912,400751,781,762,7,348,-7.018,0,444,119.978,4.0,891,1,Inspector Norse,Todd Terje
561,324,771,246573,416,0.0,0,111,-8.188,0,894,131.952,4.0,218,1,Love Sosa,Chief Keef
562,69,759,398615,764,719,10,116,-7.416,0,446,117.996,4.0,315,1,This Time Around,Softwar
563,135,691,264213,737,291,10,127,-5.758,0,447,108.049,4.0,675,1,See Blind Through,Canyons
564,139,701,261120,822,526,6,726,-6.13,1,366,129.03,4.0,739,1,Vowels = space and time,Grimes
565,263,736,260413,0.58,663,5,101,-9.643,0,485,140.04,4.0,144,1,Be A Body,Grimes
566,131,564,171573,912,8.05e-06,5,369,-4.718,0,143,92.054,4.0,582,1,Unchained (The Payback / Untouchable),James Brown
567,164,824,181800,513,0.0,8,487,-9.591,1,208,99.938,4.0,568,1,Stomp - Dirty,5kinAndBone5
568,451,406,152040,0.74,722,0,637,-7.232,1,31,92.333,4.0,822,1,Borrowed Time,Parquet Courts
569,116,762,204293,883,0.0,0,0.3,-4.397,1,0.18,140.974,4.0,781,1,Young N*****,Gucci Mane
570,78,0.54,187847,0.77,0.0,7,846,-7.748,1,354,99.882,4.0,0.62,1,All Gold Everything,Trinidad James
571,109,834,389508,481,822,8,111,-9.511,1,135,121.999,4.0,306,1,What I Might Do - Club Mix,Ben Pearce
572,855,714,155337,905,2.55e-05,8,146,-2.663,1,289,125.927,4.0,824,1,I Love It (feat. Charli XCX) - Original Version,Icona Pop
573,15,0.36,162168,774,807,3,996,-8.758,1,384,80.205,4.0,664,1,Kenosha,Swearin'
574,18,609,209760,798,8.68e-06,5,434,-4.448,0,404,130.034,4.0,405,1,Fineshrine,Purity Ring
575,47,777,309180,688,0.69,8,96,-8.692,0,681,126.019,4.0,0.18,1,Flow,Disclosure
576,135,749,267307,647,0.0,2,142,-6.878,1,137,146.024,4.0,196,1,C'Est La Vie,Booba
577,202,0.67,260853,544,792,1,0.14,-9.643,0,124,140.037,4.0,331,1,Caramel,Booba
578,627,684,228907,637,0.0,9,297,-6.378,1,61,140.063,4.0,245,1,O.G,Booba
579,151,633,321627,0.85,0.0,5,556,-5.915,0,344,97.933,4.0,761,1,HLM 3,Lunatic
580,49,594,457205,0.77,0.9,0,103,-7.082,1,629,125.987,4.0,0.14,1,The Mighty Ming - Original Club Mix,Funkagenda
581,119,473,196664,794,218,9,418,-5.151,1,462,139.313,4.0,293,1,Harlem Shake,Baauer
582,207,931,255844,606,461,1,92,-8.366,1,269,94.018,4.0,865,1,Purp Walk,Lunice
583,432,744,232611,685,0.0,7,319,-8.332,1,0.34,87.675,4.0,0.56,1,Do You Like It? (Feat. Kool A.D),Chaz Van Queen
584,452,752,150053,783,0.0,9,194,-7.507,1,151,159.912,4.0,611,1,Gucci On The Rise,Gucci Mane
585,469,821,280173,469,0.0,8,141,-7.152,1,473,132.002,4.0,321,1,Hate Bein' Sober,Chief Keef
586,271,908,237293,513,0.0,2,141,-5.318,1,973,130.047,4.0,256,1,Traffic,Lil Reese
587,401,636,267147,702,0.0,11,105,-5.437,1,743,125.998,4.0,471,1,Hold Me Back,Rick Ross
588,239,839,636213,583,0.0,1,262,-5.941,1,268,87.99,4.0,557,1,Oldie,Odd Future
589,425,0.79,173160,531,0.0,8,266,-6.968,1,197,86.306,4.0,498,1,Started From the Bottom,Drake
590,596,787,121874,0.81,125,5,625,-7.822,1,993,77.505,4.0,606,1,Dum Dum,Baauer
591,451,603,342020,978,493,11,404,-1.367,0,186,150.072,4.0,496,1,Higher - Extended,Just Blaze and Baauer
592,402,937,225940,0.67,0.0,9,108,-6.149,1,107,136.029,4.0,592,1,"Gone, Gone",Juicy J
593,912,748,275907,703,36,2,635,-11.869,1,663,110.615,4.0,618,1,Rock Creek Park,The Blackbyrds
594,741,727,250587,235,159,0,769,-20.263,1,0.16,127.16,4.0,0.59,1,Leaving Babylon,Bad Brains
595,117,857,222330,948,816,10,317,-6.901,0,204,140.002,4.0,669,1,Trap Shit V7,UZ
596,295,793,432800,978,331,11,764,-9.229,0,648,124.922,4.0,711,1,Good Life - Original 12'' Mix,Inner City
597,492,738,461560,808,734,10,36,-9.772,0,522,120.248,4.0,816,1,Big Fun - Original 12'' Mix,Inner City
598,905,864,223071,0.86,0.0,11,183,-1.92,1,178,140.029,4.0,883,1,Piss Test (feat. Juicy J & Dany Brown),A-Trak
599,234,688,219618,457,0.0,7,127,-9.86,1,338,109.278,4.0,645,1,Can't Seem To Make You Mine,Sky Saxon & The Seeds
600,423,786,267160,525,461,1,876,-8.271,0,388,128.014,4.0,0.43,1,Borderline,Classixx
601,201,734,394857,686,0.11,5,408,-9.781,0,761,128.021,4.0,543,1,Elevate - Q45 Remix,Toni Toni Lee
602,196,765,246823,891,145,9,293,-6.43,0,514,126.99,4.0,564,1,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor)
603,263,725,238640,798,2.14e-06,0,791,-6.75,0,162,124.045,4.0,0.72,1,Can't Shake This Feeling,Grum
604,14,962,156800,592,642,9,134,-11.716,0,108,130.684,4.0,361,1,Check Me Out Like,Blaqstarr
605,167,845,292654,455,5.97e-05,11,414,-5.209,1,693,119.987,4.0,832,1,Second Summer,YACHT
606,321,0.5,261587,0.95,293,6,382,-4.333,1,677,120.038,4.0,298,1,Demon To Lean On,Wavves
607,537,648,322760,547,439,5,826,-6.547,1,245,141.378,4.0,851,1,Walk In The Park,Beach House
608,576,0.77,347387,0.69,107,9,684,-4.903,0,977,118.989,4.0,721,1,Reckless (With Your Love),Azari & III
609,3.13e-05,0.61,420384,907,698,11,0.23,-5.857,0,384,112.007,4.0,397,1,Reckless (With Your Love) - Tensnake Remix,Azari & III
610,318,663,146906,877,217,5,124,-3.37,0,538,135.989,4.0,396,1,Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley
611,548,831,155042,373,362,1,0.1,-6.896,1,157,96.115,4.0,356,1,(Bonus) Break Her Down,Iamsu!
612,482,653,141724,817,0.0,1,157,-5.077,1,239,135.345,4.0,493,1,Molly Ringwald,Danny Brown
613,8.34e-05,0.72,255135,748,0.0,5,0.11,-7.607,1,447,182.064,4.0,555,1,8 Feet Tall,Problem
614,769,808,118353,593,2.07e-06,1,111,-9.395,1,344,89.876,4.0,0.88,1,36 Chamber Flow,Flatbush Zombies
615,302,798,216585,481,0.0,7,128,-10.488,1,314,127.136,4.0,0.64,1,Trill Hoe,Western Tink
616,706,586,245733,915,236,6,192,-6.264,1,31,117.99,4.0,747,1,Saturday Love,Toro y Moi
617,0.15,695,240040,615,212,7,879,-5.325,0,42,124.015,4.0,425,1,Sweater Weather,The Neighbourhood
618,749,587,250299,784,126,9,264,-4.878,1,469,139.99,4.0,0.13,1,Oh My - Club Mix,The Partysquad
619,765,675,205533,862,609,8,364,-5.309,0,501,124.982,4.0,819,1,Saltkin,Purity Ring
620,116,671,239613,0.73,356,8,201,-6.773,1,369,112.011,4.0,302,1,Lofticries,Purity Ring
621,221,632,156614,793,0.0,10,171,-4.171,0,102,189.992,4.0,393,1,Get It In,Iamsu!
622,106,774,227327,0.92,433,11,146,-4.213,1,0.25,128.97,4.0,223,1,My Bad - Club Mix,The Partysquad
623,415,941,207040,685,0.0,10,0.08,-5.24,1,752,97.524,4.0,695,1,I'm Different,2 Chainz
624,426,794,248413,811,1.07e-06,6,101,-8.966,0,38,116.047,4.0,865,1,Get Lucky - Radio Edit,Daft Punk
625,436,805,192623,634,0.0,7,579,-7.759,1,535,143.944,4.0,0.76,1,Had A Dream,EMP DASME
626,584,394,225680,669,0.0,7,334,-4.461,1,56,169.929,4.0,195,1,Recover,CHVRCHES
627,347,635,224747,459,184,2,77,-7.59,1,491,114.865,4.0,345,1,Now Is Not the Time,CHVRCHES
628,116,669,211042,765,0.0,8,312,-7.885,1,51,131.946,4.0,163,1,MDA,Problem
629,637,742,304880,912,0.0,6,599,-1.188,0,0.13,137.975,4.0,562,1,Pop That,French Montana
630,244,624,205973,752,0.0,4,131,-5.43,1,121,134.021,4.0,862,1,Young & Gettin' It - feat. Kirko Bangz,Meek Mill
631,0.45,622,218480,628,0.0,7,251,-9.964,0,243,144.812,4.0,304,1,Best Wishes,Iamsu!
632,121,719,216000,0.66,0.0,2,127,-8.22,1,829,119.996,4.0,357,1,Kids,Iamsu!
633,478,525,200015,0.8,429,11,319,-11.484,1,122,80.032,4.0,0.52,1,Levitate,Paper Diamond
634,0.14,525,291162,538,117,11,95,-9.366,0,783,175.953,4.0,791,1,Get Free (feat. Amber of Dirty Projectors),Major Lazer
635,373,472,246427,855,0.93,0,887,-6.937,1,69,154.908,4.0,166,1,Balance,Future Islands
636,417,0.9,262168,929,2.04e-05,7,524,-718,1,148,129.991,4.0,566,1,The Lion - Original Mix,The Partysquad
637,839,802,334849,586,212,5,587,-6.245,1,103,128.011,4.0,407,1,For Your Love - Club Edit,The Partysquad
638,423,723,358436,669,936,11,751,-5.026,0,582,126.013,4.0,156,1,For Your Love - Olav Basoski Remix,The Partysquad
639,284,797,253187,508,859,9,356,-8.154,0,455,118.032,4.0,958,1,Slippin’,Quadron
640,255,869,224107,426,534,7,113,-8.187,1,202,127.059,4.0,457,1,Take You On,Peaches
641,302,756,256933,595,1.98e-06,1,146,-6.924,1,333,130.031,4.0,681,1,One of Those Nights,Juicy J
642,267,821,632693,793,1.37e-05,6,751,-9.003,0,391,116.009,4.0,0.91,1,Get Lucky - Daft Punk Remix,Daft Punk
643,891,806,297907,772,864,6,101,-14.369,1,856,125.325,4.0,436,1,No Way Back,Adonis
644,152,702,420107,504,5.11e-06,9,0.22,-16.794,1,342,121.374,4.0,794,1,Ride The Rhythm,On The House featuring Marshall Jefferson
645,956,646,282791,929,1.12e-06,2,159,-1.501,1,194,128.995,4.0,229,1,Move Your Body - Extended Mix,Benny Benassi
646,736,491,281853,883,3.19e-05,4,369,-4.986,0,306,131.75,4.0,516,1,Rockin' In The Free World,Neil Young
647,28,291,192960,901,627,2,116,-2.327,0,563,150.052,4.0,511,1,Feels Like We Only Go Backwards,Tame Impala
648,274,683,266173,776,748,0,885,-7.029,1,754,126.18,4.0,667,1,Half Full Glass of Wine,Tame Impala
649,845,799,207843,605,143,7,485,-10.011,1,286,194.055,4.0,378,1,"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer
650,968,836,230627,817,0.0,7,114,-5.672,1,677,112.007,4.0,658,1,Wop (Official Version),J. Dash
651,613,931,202199,415,0.0,7,59,-8.491,1,293,97.995,4.0,614,1,Don’t Drop That Thun Thun,Finatticz
652,579,683,284267,989,108,9,964,-2.092,0,616,91.558,4.0,0.78,1,Give It Away,Red Hot Chili Peppers
653,472,379,570733,782,748,11,265,-8.163,1,358,101.698,4.0,529,1,Wakin on a Pretty Day,Kurt Vile
654,289,771,227143,949,602,8,595,-4.712,1,175,111.959,4.0,372,1,Hulk (Dillon Francis Remix),Clockwork
655,183,695,295714,792,439,9,638,-4.595,0,328,112.008,4.0,424,1,Dill the Noise,Dillon Francis and Kill The Noise
656,258,375,212947,804,694,7,322,-5.673,0,372,154.066,4.0,394,1,Dead Sound,The Raveonettes
657,533,421,164289,0.8,332,11,381,-5.85,1,303,189.935,4.0,951,1,Rvtchet Bitch,Brillz & Teddy Tuxedo
658,216,886,217893,474,0.0,1,88,-8.045,0,274,150.068,4.0,823,1,Swing,Savage
659,597,0.65,242056,985,325,6,0.36,-3.406,0,133,153.009,4.0,667,1,You & Me - Baauer Remix,Disclosure
660,155,0.76,285651,944,0.85,6,363,-3.793,0,733,123.985,4.0,294,1,Next Order,Dog Blood
661,645,824,180107,883,707,0,409,-2.715,1,108,127.989,4.0,846,1,It's You,Duck Sauce
662,553,482,350120,0.72,2.07e-06,2,461,-6.812,1,271,90.999,4.0,222,1,m.A.A.d city,Kendrick Lamar
663,778,786,263120,604,0.0,6,102,-8.372,1,614,140.054,4.0,502,1,Bounce It,Juicy J
664,842,853,139240,578,0.0,10,95,-4.897,0,0.2,98.027,4.0,566,1,Pu$$y Magnet (feat. Keayshawn),Roach Gigz
665,315,794,236280,0.82,0.0,11,531,-5.214,1,152,140.042,4.0,821,1,Fashion Killa,A$AP Rocky
666,114,725,251333,661,0.0,7,291,-3.903,1,131,127.82,4.0,432,1,I Wanna Be With You,DJ Khaled
667,25,854,207264,0.46,0.0,10,128,-9.71,0,0.14,97.512,4.0,492,1,Gas Pedal (feat. IamSu),Sage The Gemini
668,436,862,198531,364,0.0,11,688,-9.727,0,137,97.51,4.0,766,1,Red Nose,Sage The Gemini
669,461,432,262857,703,0.0,10,779,-3.845,0,332,187.302,3.0,675,1,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko
670,235,847,246100,713,0.0,6,331,-3.89,0,241,132.063,4.0,338,1,VERSACE,Flap Jack
671,444,654,165432,794,0.0,1,127,-4.307,1,322,96.973,4.0,464,1,Strictly 4 My Jeeps,Action Bronson
672,134,701,389493,914,137,7,169,-4.463,1,129,123.966,4.0,372,1,The Giver - Original Mix,Duke Dumont
673,264,844,310334,728,865,11,544,-6.805,0,582,124.297,4.0,635,1,Lean & Bounce,Duke Dumont
674,155,582,311093,884,0.0,8,725,-5.635,0,166,150.195,4.0,0.67,1,Swishas and Dosha - Main Version - Clean,UGK
675,352,697,172760,682,0.0,7,664,-9.022,1,219,155.742,4.0,672,1,Players Anthem,UGK
676,3,766,227027,453,3.49e-05,6,923,-6.651,0,67,100.002,4.0,346,1,"Hold On, We're Going Home",Drake
677,426,872,188347,541,789,5,132,-5.911,1,103,95.971,4.0,653,1,Living,2 Chainz
678,152,621,335156,813,0.0,6,691,-3.59,0,158,141.91,4.0,524,1,Taylor Gang - Bonus Track,Wiz Khalifa
679,311,675,205740,617,0.0,10,0.19,-7.74,1,256,140.124,4.0,508,1,I'm A Martian,Brian Pumper
680,104,689,229853,879,376,0,0.49,-4.03,0,978,170.036,4.0,544,1,The Drop,Bro Safari
681,11,0.63,160858,664,82,9,105,-7.245,1,172,179.955,4.0,231,1,Drippin,MiM0SA
682,246,514,296400,0.75,285,2,139,-7.847,1,28,86.018,4.0,551,1,Heaven,TR/ST
683,557,599,222160,677,18,11,434,-6.328,1,314,126.012,4.0,108,1,I Need You,Glass Figure
684,281,0.64,197120,888,8.01e-05,1,584,-5.251,0,169,87.93,4.0,664,1,From Nowhere,Dan Croll
685,475,599,228467,533,153,9,235,-14.032,0,472,122.262,4.0,609,1,I Follow Rivers,Lykke Li
686,356,667,234994,901,393,9,774,-3.719,0,275,140.026,4.0,824,1,L'Amour Parfait,Yelle
687,109,742,214693,0.77,239,10,104,-6.339,0,514,96.988,4.0,687,1,Northern Lights,Kate Boy
688,938,874,281373,704,0.0,9,409,-6.27,1,102,119.954,4.0,444,1,Shabba,A$AP Ferg
689,152,726,178507,834,683,10,845,-5.564,1,565,130.04,4.0,574,1,Work,A$AP Ferg
690,247,834,285947,732,0.0,1,112,-5.121,1,138,130.011,4.0,308,1,Work REMIX,A$AP Ferg
691,469,712,252313,865,412,1,121,-6.411,1,83,113.015,4.0,831,1,The Way We Are,Kate Boy
692,422,422,260276,641,0.0,10,317,-4.947,0,323,187.027,3.0,668,1,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko
693,268,651,182384,773,0.0,6,172,-6.855,0,262,129.882,4.0,418,1,Now You Do,A-1
694,142,728,294011,0.77,229,10,603,-4.945,0,426,108.991,4.0,668,1,Holding On - Jerome LOL Remix,Classixx
695,296,907,849960,643,265,1,105,-8.657,0,549,124.909,4.0,363,1,Music Is the Answer - Original Extended 12-Inch Mix,Celeda
696,255,855,233272,898,2.95e-05,7,563,-3.863,1,61,135.965,4.0,525,1,Test Me - UZ Remix,Flosstradamus & DJ Sliink
697,901,769,215294,792,0.0,7,385,-4.086,1,111,136.021,4.0,323,1,Test Me,Flosstradamus & DJ Sliink
698,525,0.7,307467,675,0.0,2,657,-6.362,1,149,124.882,4.0,227,1,No New Friends - SFTB Remix,DJ Khaled
699,215,825,199973,489,0.0,11,111,-9.32,1,263,96.99,4.0,424,1,R.I.P.,Jeezy
700,15,607,216453,913,118,11,164,-6.822,1,69,124.677,4.0,517,1,Baby Blue,Badfinger
701,193,751,211825,882,0.0,1,0.15,-5.605,1,819,140.103,4.0,657,1,Dip,Danny Brown
702,0.32,723,210880,848,0.0,5,144,-7.11,1,833,116.021,4.0,261,1,25 Bucks [feat. Purity Ring],Danny Brown
703,152,626,299383,888,551,9,243,-4.981,0,461,126.976,4.0,728,1,Fascism,Sam Sparro
704,723,743,259683,633,0.0,9,246,-8.224,1,235,85.041,4.0,398,1,Marc Jacobs,Riff Raff
705,224,752,437293,767,931,5,833,-8.022,0,469,117.973,4.0,564,1,One Of Us - Original Mix,Iron Galaxy & Sexlife
706,768,0.66,214636,763,389,4,637,-6.832,0,636,137.932,4.0,661,1,Can We Go Up?,Paper Diamond
707,144,211,162436,963,732,7,162,-4.061,1,118,128.113,3.0,395,1,This Lonely Morning,Best Coast
708,252,528,290933,514,894,2,725,-11.909,1,133,122.872,4.0,428,1,Time Has Come Today,The Chambers Brothers
709,4.91e-05,442,207027,797,293,1,749,-7.352,1,349,135.018,4.0,274,1,Sad Eyes,Crystal Castles
710,468,876,170480,716,482,1,667,-6.884,1,135,131.942,4.0,758,1,Wearing My Rolex - Radio Edit,Wiley
711,174,0.67,174122,848,168,0,385,-5.103,0,537,124.029,4.0,0.46,1,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont
712,268,237,311680,0.89,843,5,122,-7.445,1,599,169.792,4.0,308,1,Stoned and Starving,Parquet Courts
713,438,0.59,453949,721,155,11,352,-8.32,0,317,111.524,4.0,663,1,Reflektor,Arcade Fire
714,334,907,183581,616,425,6,0.11,-7.073,0,577,124.036,4.0,614,1,Jack,Breach
715,175,764,198907,547,161,0,0.23,-8.6,1,576,89.993,4.0,404,1,Tennis Court,Lorde
716,426,667,280080,465,649,8,465,-8.096,1,339,123.883,4.0,338,1,Primetime (feat. Miguel),Janelle Monáe
717,349,772,227880,407,2.4e-05,6,705,-7.442,0,907,100.006,4.0,287,1,"Hold On, We're Going Home",Drake
718,717,345,237973,313,822,4,0.1,-10.098,1,681,207.969,4.0,166,1,Hannah Hunt,Vampire Weekend
719,151,502,255632,732,119,1,897,-5.45,1,168,122.025,4.0,529,1,Latch,Disclosure
720,0.03,0.35,313707,844,0.0,1,177,-4.161,0,438,114.64,4.0,107,1,Play by Play,Autre Ne Veut
721,344,0.69,237040,737,0.0,1,243,-4.123,1,363,115.02,4.0,821,1,I Blame Myself,Sky Ferreira
722,278,716,205800,568,1.98e-06,2,385,-8.904,1,212,136.894,4.0,915,1,Sunday,Earl Sweatshirt
723,591,624,251627,724,7.79e-06,10,101,-7.113,1,101,78.008,4.0,0.62,1,Step,Vampire Weekend
724,189,0.74,261360,798,128,0,305,-6.55,1,146,119.964,4.0,574,1,You're Not Good Enough,Blood Orange
725,543,0.81,527705,949,957,2,155,-8.732,1,428,121.971,4.0,778,1,Strandbar (disko),Todd Terje
726,886,574,217053,324,817,0,0.28,-10.993,1,307,91.007,4.0,226,1,Open,Rhye
727,76,741,257733,894,4.89e-05,2,835,-5.648,1,69,111.969,4.0,0.31,1,Falling,HAIM
728,963,667,277688,848,213,10,317,-6.164,0,0.05,119.975,4.0,895,1,White Noise,Disclosure
729,195,122,377177,913,713,11,269,-5.815,0,499,185.906,4.0,957,1,Bumpy Road,Destruction Unit
730,715,869,275867,712,0.0,9,272,-6.136,1,103,120.0,4.0,458,1,Shabba,A$AP Ferg
731,246,841,283693,733,0.0,1,174,-5.077,1,142,130.009,4.0,291,1,Work REMIX,A$AP Ferg
732,116,816,224853,543,0.0,0,0.13,-6.923,1,238,95.04,4.0,373,1,Dope,Tyga
733,649,288,171620,394,712,7,145,-14.352,1,399,151.632,3.0,733,1,Here Comes The Night Time II,Arcade Fire
734,392,0.57,405213,742,177,6,993,-12.475,1,366,127.193,4.0,39,1,Warm In The Winter,Glass Candy
735,626,807,442213,634,288,11,442,-9.035,1,727,94.242,4.0,674,1,Don't Let It Get to Your Head,Black Harmony
736,86,656,224286,787,923,8,376,-5.01,1,43,94.495,4.0,933,1,We Fall Down,ASTR
737,152,333,264384,789,0.0,6,639,-5.784,1,782,82.66,4.0,338,1,R U With Me,ASTR
738,64,652,224685,744,2.87e-05,7,342,-4.098,0,378,123.006,4.0,488,1,Blue Hawaii,ASTR
739,986,771,218356,857,161,8,323,-6.114,0,102,108.03,4.0,0.66,1,Razor,ASTR
740,949,619,240707,324,5.42e-05,9,114,-10.146,0,271,111.927,4.0,968,1,Stay,Rihanna
741,483,701,224200,829,223,6,0.14,-5.749,0,513,132.349,4.0,501,1,The Sound Of San Francisco - Progressive Album Mix,Global Deejays
742,503,683,250653,478,5.26e-05,2,113,-12.501,1,356,115.121,4.0,771,1,Sunshine Of Your Love,Cream
